"HH_ID","ID","age","sex","birth_date","ID_mother","ID_father","date_prev_birth","num_births","ID_partner","union","child","mother","father","parent","HH_adults","age_first_birth","original_ID","hh_position","partner","main_parent","random_inf","enter_pop","comm_hh_prop","child18_hh","disease_state","inf_time","age_group_hh","age_group_pop","age_group","age_group_trans","parent_pop","transition","event_date","age_partner","immigrant","HH_size","HH_children","lipro_child_hh","NH"
362,362,48,"M",1963-05-11,NA,NA,NA,NA,8717314,1,0,0,0,0,2,NA,"000204AFDCAB8482","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,26,26,0,NA,NA,48,NA,2,0,0,0
362,8717314,47,"F",1964-12-16,NA,NA,NA,0,362,1,0,0,0,0,2,NA,"CAE140DCBBCB54DF","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,24,24,0,NA,NA,47,NA,2,0,0,0
522,10634253,19,"F",1992-09-20,522,6509845,NA,0,NA,0,0,0,0,0,2,NA,"F7787D19F167745C","child",1,522,NA,NA,NA,NA,NA,NA,3,3,10,10,1,NA,NA,NA,NA,5,2,3,0
522,4190171,15,"M",1996-11-07,522,6509845,NA,NA,NA,0,1,0,0,0,2,NA,"617C1CF80A864145","child",1,522,NA,NA,NA,NA,NA,NA,2,2,10,10,1,NA,NA,NA,NA,5,2,3,0
522,5282418,16,"M",1995-08-31,522,6509845,NA,NA,NA,0,1,0,0,0,2,NA,"7AE78DD0DBBCAF79","child",1,522,NA,NA,NA,NA,NA,NA,2,2,8,8,1,NA,NA,NA,NA,5,2,3,0
522,6509845,46,"M",1965-04-22,NA,NA,NA,NA,522,1,0,0,1,1,2,NA,"977EEFB5BFA2BD04","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,24,24,0,NA,NA,46,NA,5,2,3,0
522,522,45,"F",1966-10-14,NA,NA,1996-11-07,3,6509845,1,0,1,0,1,2,25.9534246575342,"0002FA3203A18A77","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,24,24,0,NA,NA,45,NA,5,2,3,0
587,635536,48,"F",1963-08-12,NA,NA,1989-04-01,2,587,1,0,1,0,1,4,22.7780821917808,"0ECF74D03F46AAC6","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,24,24,0,NA,NA,48,NA,3,0,1,0
587,587,54,"M",1957-02-08,NA,NA,NA,NA,635536,1,0,0,1,1,4,NA,"00035777CACA492F","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,30,30,0,NA,NA,54,NA,3,0,1,0
587,6550082,22,"F",1989-04-01,635536,587,NA,0,NA,0,0,0,0,0,4,NA,"986ED3F8CF9A2AD9","child",1,635536,NA,NA,NA,NA,NA,NA,3,3,14,14,1,NA,NA,NA,NA,3,0,1,0
865,865,64,"M",1947-10-31,NA,NA,NA,NA,5685793,1,0,0,0,0,2,NA,"00052742607AB865","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,33,33,0,NA,NA,64,NA,2,0,0,0
865,5685793,62,"F",1949-06-22,NA,NA,NA,NA,865,1,0,0,0,0,2,NA,"8451B5E702003BB5","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,33,33,0,NA,NA,62,NA,2,0,0,0
1119,7116380,2,"M",2009-08-04,7886129,1119,NA,NA,NA,0,1,0,0,0,2,NA,"A59B1BF373D35B0F","child",1,7886129,NA,NA,NA,NA,NA,NA,1,1,3,3,1,NA,NA,NA,NA,5,3,3,0
1119,2613899,6,"F",2005-05-20,7886129,1119,NA,NA,NA,0,1,0,0,0,2,NA,"3CD7C5084FC3C8E4","child",1,7886129,NA,NA,NA,NA,NA,NA,1,1,4,4,1,NA,NA,NA,NA,5,3,3,0
1119,7886129,35,"F",1976-07-13,NA,NA,2009-08-04,3,1119,1,0,1,0,1,2,28.8712328767123,"B78BA4CF586D344E","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,19,19,0,NA,NA,35,NA,5,3,3,0
1119,1119,35,"M",1976-07-01,NA,NA,NA,NA,7886129,1,0,0,1,1,2,NA,"0006B1F9357A3295","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,19,19,0,NA,NA,35,NA,5,3,3,0
1119,1543958,4,"F",2007-05-04,7886129,1119,NA,NA,NA,0,1,0,0,0,2,NA,"23F1C369C0254D82","child",1,7886129,NA,NA,NA,NA,NA,NA,1,1,4,4,1,NA,NA,NA,NA,5,3,3,0
1611,8700530,33,"M",1978-09-26,NA,NA,NA,NA,6016685,1,0,0,1,1,2,NA,"CA7C94A82C24B4B3","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,17,17,0,NA,NA,33,NA,3,1,1,0
1611,1611,1,"F",2010-04-10,6016685,8700530,NA,NA,NA,0,1,0,0,0,2,NA,"0009A1DE9337AC5E","child",1,6016685,NA,NA,NA,NA,NA,NA,1,1,2,2,1,NA,NA,NA,NA,3,1,1,0
1611,6016685,28,"F",1983-02-01,NA,NA,2010-04-10,1,8700530,1,0,1,0,1,2,27.2054794520548,"8C03E2A9AE3DEA22","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,17,17,0,NA,NA,28,NA,3,1,1,0
1849,3525194,39,"M",1972-03-29,NA,NA,NA,NA,1849,1,0,0,1,1,2,NA,"5208C2F69BEB4BCC","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,21,21,0,NA,NA,39,NA,4,2,2,0
1849,8849088,6,"M",2005-03-31,1849,3525194,NA,NA,NA,0,1,0,0,0,2,NA,"CDEEE7AB6FEC7B8A","child",1,1849,NA,NA,NA,NA,NA,NA,1,1,4,4,1,NA,NA,NA,NA,4,2,2,0
1849,10860304,8,"F",2003-03-29,1849,3525194,NA,NA,NA,0,1,0,0,0,2,NA,"FCBDE47823D4B155","child",1,1849,NA,NA,NA,NA,NA,NA,1,1,5,5,1,NA,NA,NA,NA,4,2,2,0
1849,1849,37,"F",1974-02-20,NA,NA,2005-03-31,2,3525194,1,0,1,0,1,2,29.1205479452055,"000AF7E68BDCDEA9","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,20,20,0,NA,NA,37,NA,4,2,2,0
2085,9661005,5,"M",2006-11-28,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,"E0D840D7508F2ECB","child",1,8948069,NA,NA,NA,NA,NA,NA,1,1,4,4,1,NA,NA,NA,NA,5,4,4,0
2085,6277009,6,"M",2005-07-23,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,"920F73E5AF2B3779","child",1,8948069,NA,NA,NA,NA,NA,NA,1,1,6,6,1,NA,NA,NA,NA,5,4,4,0
2085,2085,2,"M",2009-04-23,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,"000C4FDA4EBA91DF","child",1,8948069,NA,NA,NA,NA,NA,NA,1,1,3,3,1,NA,NA,NA,NA,5,4,4,0
2085,8948069,37,"F",1974-11-16,NA,NA,2009-04-23,4,NA,0,0,0,0,0,1,24.4821917808219,"D03EE6E40407510E","single_parent",1,NA,NA,NA,NA,NA,NA,NA,3,3,20,20,0,NA,NA,NA,NA,5,4,4,0
2085,4465428,12,"F",1999-05-05,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,"67E26FA0F9BF7DED","child",1,8948069,NA,NA,NA,NA,NA,NA,1,1,7,7,1,NA,NA,NA,NA,5,4,4,0
2624,9158469,60,"F",1951-11-22,NA,NA,NA,NA,2624,1,0,0,0,0,2,NA,"D52831C03234D41D","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,31,31,0,NA,NA,60,NA,2,0,0,0
2624,2624,63,"M",1948-11-23,NA,NA,NA,NA,9158469,1,0,0,0,0,2,NA,"000F756C3914A0F5","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,34,34,0,NA,NA,63,NA,2,0,0,0
2643,3175667,64,"F",1947-08-17,NA,NA,NA,NA,NA,0,0,0,0,0,2,NA,"49E6AA3A6CF44EEA","other",1,NA,NA,NA,NA,NA,NA,NA,4,4,32,32,0,NA,NA,NA,NA,2,0,0,0
2643,2643,43,"M",1968-06-20,NA,NA,NA,NA,NA,0,0,0,0,0,2,NA,"000F8EAB2805FB95","other",1,NA,NA,NA,NA,NA,NA,NA,3,3,23,23,0,NA,NA,NA,NA,2,0,0,0
3652,3654,56,"M",1955-07-08,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,"0015940B29A0DFEB","single",1,NA,NA,NA,NA,NA,NA,NA,3,3,30,30,0,NA,NA,NA,NA,1,0,0,0
5281,5285,62,"M",1949-12-26,NA,NA,NA,NA,3634083,1,0,0,0,0,2,NA,"001F582CA031284A","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,31,31,0,NA,NA,62,NA,2,0,0,0
5281,3634083,63,"F",1948-05-02,NA,NA,NA,NA,5285,1,0,0,0,0,2,NA,"54904931C1315568","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,32,32,0,NA,NA,63,NA,2,0,0,0
5903,5907,29,"F",1982-05-04,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,"00231A2F83CB37F1","single",1,NA,NA,NA,NA,NA,NA,NA,3,3,17,17,0,NA,NA,NA,NA,1,0,0,0
5945,5949,38,"F",1973-06-09,NA,NA,2002-09-05,2,5162844,1,0,1,0,1,2,27.9808219178082,"00234E854CD70360","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,21,21,0,NA,NA,38,NA,4,2,2,0
5945,2297040,9,"M",2002-09-05,5949,5162844,NA,NA,NA,0,1,0,0,0,2,NA,"3575895320134C02","child",1,5949,NA,NA,NA,NA,NA,NA,1,1,6,6,1,NA,NA,NA,NA,4,2,2,0
5945,5162844,41,"M",1970-04-29,NA,NA,NA,NA,5949,1,0,0,1,1,2,NA,"7820B5055EFFB6DD","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,22,22,0,NA,NA,41,NA,4,2,2,0
5945,728232,10,"F",2001-05-26,5949,5162844,NA,NA,NA,0,1,0,0,0,2,NA,"10F50F8DCEF73F4F","child",1,5949,NA,NA,NA,NA,NA,NA,1,1,6,6,1,NA,NA,NA,NA,4,2,2,0
6500,6505,64,"M",1947-05-01,NA,NA,NA,NA,8802543,1,0,0,0,0,2,NA,"0026CC0C288E9483","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,34,34,0,NA,NA,64,NA,2,0,0,0
6500,8802543,67,"F",1944-07-11,NA,NA,NA,NA,6505,1,0,0,0,0,2,NA,"CCDC0F2C5C4BDD66","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,34,34,0,NA,NA,67,NA,2,0,0,0
6674,6680,34,"M",1977-02-23,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,"0027EF69E1DAC15D","single",1,NA,NA,NA,NA,NA,NA,NA,3,3,18,18,0,NA,NA,NA,NA,1,0,0,0
7010,7016,61,"M",1950-06-07,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,"002A040C27332025","single",1,NA,NA,NA,NA,NA,NA,NA,4,4,33,33,0,NA,NA,NA,NA,1,0,0,0
8248,9724562,36,"M",1975-09-26,NA,NA,NA,NA,2157730,1,0,0,1,1,2,NA,"E25249063CB96353","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,18,18,0,NA,NA,36,NA,5,3,3,0
8248,6166796,4,"F",2007-01-13,2157730,9724562,NA,NA,NA,0,1,0,0,0,2,NA,"8F80C5A4CDC8D36F","child",1,2157730,NA,NA,NA,NA,NA,NA,1,1,5,5,1,NA,NA,NA,NA,5,3,3,0
8248,4783681,6,"F",2005-04-25,2157730,9724562,NA,NA,NA,0,1,0,0,0,2,NA,"6F4B1B1E8A6042A1","child",1,2157730,NA,NA,NA,NA,NA,NA,1,1,3,3,1,NA,NA,NA,NA,5,3,3,0
8248,8256,3,"F",2008-06-13,2157730,9724562,NA,NA,NA,0,1,0,0,0,2,NA,"003129F6B2379003","child",1,2157730,NA,NA,NA,NA,NA,NA,1,1,4,4,1,NA,NA,NA,NA,5,3,3,0
8248,2157730,34,"F",1977-06-08,NA,NA,2008-06-13,3,9724562,1,0,1,0,1,2,27.8986301369863,"3238E98F1115DE7E","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,20,20,0,NA,NA,34,NA,5,3,3,0
8450,8458,23,"M",1988-03-25,9244364,199311,NA,NA,NA,0,0,0,0,0,4,NA,"0032987FD302E59D","child",1,9244364,NA,NA,NA,NA,NA,NA,3,3,14,14,1,NA,NA,NA,NA,4,0,2,0
8450,199311,49,"M",1962-03-26,NA,NA,NA,NA,9244364,1,0,0,1,1,4,NA,"04A381CF658E4CC1","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,27,27,0,NA,NA,49,NA,4,0,2,0
8450,6149552,21,"F",1990-03-28,9244364,199311,NA,0,NA,0,0,0,0,0,4,NA,"8F1B3171D450F51C","child",1,9244364,NA,NA,NA,NA,NA,NA,3,3,11,11,1,NA,NA,NA,NA,4,0,2,0
8450,9244364,47,"F",1964-08-24,NA,NA,1990-03-28,2,199311,1,0,1,0,1,4,23.6,"D72937273090823A","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,24,24,0,NA,NA,47,NA,4,0,2,0
9287,9483290,43,"F",1968-09-29,NA,NA,1998-07-11,3,8040467,1,0,1,0,1,2,25.3424657534247,"DCB82F4B7D359C76","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,23,23,0,NA,NA,43,NA,5,3,3,0
9287,9298,13,"M",1998-07-11,9483290,8040467,NA,NA,NA,0,1,0,0,0,2,NA,"0037C04FC0BBF48A","child",1,9483290,NA,NA,NA,NA,NA,NA,2,2,7,7,1,NA,NA,NA,NA,5,3,3,0
9287,2883063,17,"F",1994-01-26,9483290,8040467,NA,0,NA,0,1,0,0,0,2,NA,"431A1674489A0320","child",1,9483290,NA,NA,NA,NA,NA,NA,2,2,9,9,1,NA,NA,NA,NA,5,3,3,0
9287,5048981,14,"F",1997-01-05,9483290,8040467,NA,NA,NA,0,1,0,0,0,2,NA,"75795DF4B80D003A","child",1,9483290,NA,NA,NA,NA,NA,NA,2,2,9,9,1,NA,NA,NA,NA,5,3,3,0
9287,8040467,45,"M",1966-12-25,NA,NA,NA,NA,9483290,1,0,0,1,1,2,NA,"BB24C37492DE5245","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,23,23,0,NA,NA,45,NA,5,3,3,0
9441,9453,24,"M",1987-02-28,NA,NA,NA,NA,955190,1,0,0,1,1,2,NA,"0038BF9AF5D0C54B","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,15,15,0,NA,NA,24,NA,3,1,1,0
9441,8132889,2,"M",2009-06-02,955190,9453,NA,NA,NA,0,1,0,0,0,2,NA,"BD4D7DB8C379907C","child",1,955190,NA,NA,NA,NA,NA,NA,1,1,3,3,1,NA,NA,NA,NA,3,1,1,0
9441,955190,22,"F",1989-12-02,NA,NA,2009-06-02,1,9453,1,0,1,0,1,2,19.5123287671233,"163F5F06C1A963A3","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,13,13,0,NA,NA,22,NA,3,1,1,0
9461,9473,32,"M",1979-11-01,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,"0038E5F7816B8EAC","single",1,NA,NA,NA,NA,NA,NA,NA,3,3,17,17,0,NA,NA,NA,NA,1,0,0,0
10770,8852931,47,"F",1964-09-30,NA,NA,1994-03-09,1,10379420,1,0,0,0,0,2,29.4575342465753,"CE057074414A3BA4","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,24,24,0,NA,NA,47,NA,3,1,1,0
10770,10782,17,"F",1994-03-09,NA,NA,NA,0,NA,0,1,0,0,0,2,NA,"0040C05AB50CFF95","child",1,8852931,NA,NA,NA,NA,NA,NA,2,2,11,11,1,NA,NA,NA,NA,3,1,1,0
10770,10379420,42,"M",1969-12-25,NA,NA,NA,NA,8852931,1,0,0,0,0,2,NA,"F18F0C139C172E6E","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,24,24,0,NA,NA,42,NA,3,1,1,0
11530,11543,58,"F",1953-02-02,NA,NA,NA,NA,4767749,1,0,1,0,1,3,NA,"00455CF7E703068A","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,32,32,0,NA,NA,58,NA,3,0,1,0
11530,4767749,60,"M",1951-02-22,NA,NA,NA,NA,11543,1,0,0,1,1,3,NA,"6EEB16141D672989","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,32,32,0,NA,NA,60,NA,3,0,1,0
11530,6366308,31,"M",1980-04-22,11543,4767749,NA,NA,NA,0,0,0,0,0,3,NA,"942611900C3C1FE7","child",1,11543,NA,NA,NA,NA,NA,NA,3,3,18,18,1,NA,NA,NA,NA,3,0,1,0
11544,10933552,63,"F",1948-10-01,NA,NA,NA,NA,11557,1,0,0,0,0,2,NA,"FE717A777B90D28B","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,33,33,0,NA,NA,63,NA,2,0,0,0
11544,11557,62,"M",1949-02-26,NA,NA,NA,NA,10933552,1,0,0,0,0,2,NA,"00456AB6326A7655","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,32,32,0,NA,NA,62,NA,2,0,0,0
11565,11578,60,"M",1951-03-14,NA,NA,NA,NA,5752275,1,0,0,1,1,3,NA,"004583B1A2157A05","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,31,31,0,NA,NA,60,NA,3,0,1,0
11565,6873958,31,"M",1980-09-25,5752275,11578,NA,NA,NA,0,0,0,0,0,3,NA,"9FF78AA896F1338D","child",1,5752275,NA,NA,NA,NA,NA,NA,3,3,16,16,1,NA,NA,NA,NA,3,0,1,0
11565,5752275,61,"F",1950-04-23,NA,NA,NA,NA,11578,1,0,1,0,1,3,NA,"85DC40FA123BBD4F","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,4,4,31,31,0,NA,NA,61,NA,3,0,1,0
12038,12053,28,"F",1983-02-27,NA,NA,NA,0,3652927,1,0,0,0,0,2,NA,"00484C8B934140C6","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,15,15,0,NA,NA,28,NA,2,0,0,0
12038,3652927,25,"M",1986-01-20,NA,NA,NA,NA,12053,1,0,0,0,0,2,NA,"5500589FA5F5B0A8","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,15,15,0,NA,NA,25,NA,2,0,0,0
12101,12116,51,"F",1960-08-18,NA,NA,1985-08-26,2,10737792,1,0,1,0,1,4,21.5917808219178,"0048A4143450794A","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,27,27,0,NA,NA,51,NA,4,0,2,0
12101,9237881,29,"M",1982-03-17,12116,10737792,NA,NA,NA,0,0,0,0,0,4,NA,"D703576BF7CFE1EE","child",1,12116,NA,NA,NA,NA,NA,NA,3,3,15,15,1,NA,NA,NA,NA,4,0,2,0
12101,4036152,26,"M",1985-08-26,12116,10737792,NA,NA,NA,0,0,0,0,0,4,NA,"5DE6F6629F66D38F","child",1,12116,NA,NA,NA,NA,NA,NA,3,3,16,16,1,NA,NA,NA,NA,4,0,2,0
12101,10737792,53,"M",1958-01-21,NA,NA,NA,NA,12116,1,0,0,1,1,4,NA,"F9E316138EF6C627","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,28,28,0,NA,NA,53,NA,4,0,2,0
12466,12484,13,"M",1998-03-25,7761383,2349127,NA,NA,NA,0,1,0,0,0,2,NA,"004ADBCA5EAFE0AB","child",1,7761383,NA,NA,NA,NA,NA,NA,2,2,9,9,1,NA,NA,NA,NA,6,4,4,0
12466,7734263,17,"F",1994-12-26,7761383,2349127,NA,0,NA,0,1,0,0,0,2,NA,"B4018E0F2D0107C0","child",1,7761383,NA,NA,NA,NA,NA,NA,2,2,11,11,1,NA,NA,NA,NA,6,4,4,0
12466,7761383,36,"F",1975-01-09,NA,NA,2003-07-30,4,2349127,1,0,1,0,1,2,19.9753424657534,"B4A495AA50DCAA3D","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,19,19,0,NA,NA,36,NA,6,4,4,0
12466,3763447,8,"M",2003-07-30,7761383,2349127,NA,NA,NA,0,1,0,0,0,2,NA,"5790A6DD36292700","child",1,7761383,NA,NA,NA,NA,NA,NA,1,1,5,5,1,NA,NA,NA,NA,6,4,4,0
12466,2349127,39,"M",1972-12-01,NA,NA,NA,NA,7761383,1,0,0,1,1,2,NA,"36AE697C89401B8D","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,22,22,0,NA,NA,39,NA,6,4,4,0
12466,10704691,14,"F",1997-02-05,7761383,2349127,NA,NA,NA,0,1,0,0,0,2,NA,"F91C4AD1A0E754AE","child",1,7761383,NA,NA,NA,NA,NA,NA,2,2,9,9,1,NA,NA,NA,NA,6,4,4,0
12594,3129011,11,"F",2000-04-26,12612,406104,NA,NA,NA,0,1,0,0,0,2,NA,"48D1D2950D2DBBEB","child",1,12612,NA,NA,NA,NA,NA,NA,1,1,7,7,1,NA,NA,NA,NA,4,2,2,0
12594,12612,48,"F",1963-07-13,NA,NA,2000-04-26,2,406104,1,0,1,0,1,2,31.8219178082192,"004B847DDBA567B0","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,26,26,0,NA,NA,48,NA,4,2,2,0
12594,406104,38,"M",1973-05-28,NA,NA,NA,NA,12612,1,0,0,1,1,2,NA,"097664ED5C3837D7","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,20,20,0,NA,NA,38,NA,4,2,2,0
12594,8348415,16,"F",1995-05-01,12612,406104,NA,0,NA,0,1,0,0,0,2,NA,"C250F3DABE2C3793","child",1,12612,NA,NA,NA,NA,NA,NA,2,2,9,9,1,NA,NA,NA,NA,4,2,2,0
12697,12716,1,"F",2010-06-28,NA,2754028,NA,NA,NA,0,1,0,0,0,1,NA,"004C21C139A7B58B","child",1,2754028,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,3,2,2,0
12697,2754028,34,"M",1977-04-28,NA,NA,NA,NA,NA,0,0,0,1,1,1,NA,"4018F95945E5C9BF","single_parent",1,NA,NA,NA,NA,NA,NA,NA,3,3,18,18,0,NA,NA,NA,NA,3,2,2,0
12697,1343807,4,"M",2007-06-23,NA,2754028,NA,NA,NA,0,1,0,0,0,1,NA,"1F47E03C2D2EF9C2","child",1,2754028,NA,NA,NA,NA,NA,NA,1,1,2,2,1,NA,NA,NA,NA,3,2,2,0
13021,10411837,19,"F",1992-04-09,13041,879330,NA,0,NA,0,0,0,0,0,2,NA,"F25015C375FD382A","child",1,13041,NA,NA,NA,NA,NA,NA,3,3,10,10,1,NA,NA,NA,NA,4,1,2,0
13021,879330,48,"M",1963-03-27,NA,NA,NA,NA,13041,1,0,0,1,1,2,NA,"147A99F4CBE82AAD","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,26,26,0,NA,NA,48,NA,4,1,2,0
13021,13041,47,"F",1964-05-14,NA,NA,1995-01-27,2,879330,1,0,1,0,1,2,27.9232876712329,"004E17C78069F32C","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,26,26,0,NA,NA,47,NA,4,1,2,0
13021,9780338,16,"M",1995-01-27,13041,879330,NA,NA,NA,0,1,0,0,0,2,NA,"E39ECBA16CBCF9CE","child",1,13041,NA,NA,NA,NA,NA,NA,2,2,10,10,1,NA,NA,NA,NA,4,1,2,0
13508,7066704,54,"M",1957-12-04,NA,NA,NA,NA,3557518,1,0,0,1,1,2,NA,"A472B337F8919061","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,28,28,0,NA,NA,54,NA,5,3,3,0
13508,6060961,17,"F",1994-08-23,3557518,7066704,NA,0,NA,0,1,0,0,0,2,NA,"8D0CD5E4A24795F6","child",1,3557518,NA,NA,NA,NA,NA,NA,2,2,10,10,1,NA,NA,NA,NA,5,3,3,0
13508,3557518,48,"F",1963-11-17,NA,NA,1999-12-19,3,7066704,1,0,1,0,1,2,30.786301369863,"52C9F6E325DF4CC0","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,24,24,0,NA,NA,48,NA,5,3,3,0
13508,13532,12,"M",1999-12-19,3557518,7066704,NA,NA,NA,0,1,0,0,0,2,NA,"0051217756AB837B","child",1,3557518,NA,NA,NA,NA,NA,NA,1,1,6,6,1,NA,NA,NA,NA,5,3,3,0
13508,971621,16,"F",1995-12-26,3557518,7066704,NA,0,NA,0,1,0,0,0,2,NA,"16A14F97557D4CB8","child",1,3557518,NA,NA,NA,NA,NA,NA,2,2,11,11,1,NA,NA,NA,NA,5,3,3,0
13825,11000263,0,"F",2011-11-04,2622565,13850,NA,0,NA,0,1,0,0,0,NA,NA,NA,"child",NA,2622565,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2011-11-04,NA,NA,5,2,2,0
13825,13850,43,"M",1968-08-04,NA,NA,NA,NA,2622565,1,0,0,1,1,3,NA,"0053032959FC7FF5","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,24,24,0,NA,2011-11-04,43,NA,5,2,2,0
13825,4813961,23,"M",1988-05-25,NA,NA,NA,NA,NA,0,0,0,0,0,3,NA,"70005CBA4383FCB2","non_family",1,NA,NA,NA,NA,NA,NA,NA,3,3,13,13,0,NA,NA,NA,NA,5,2,2,0
13825,2622565,30,"F",1981-09-06,NA,NA,2011-11-04,2,13850,1,0,1,0,1,3,27.4876712328767,"3D0AC4BDBDE6DED5","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,18,18,0,NA,2011-11-04,30,NA,5,2,2,0
13825,947190,2,"M",2009-02-24,2622565,13850,NA,NA,NA,0,1,0,0,0,3,NA,"160FB495CADF3410","child",1,2622565,NA,NA,NA,NA,NA,NA,1,1,4,4,1,NA,NA,NA,NA,5,2,2,0
14875,6674574,35,"F",1976-05-24,NA,NA,NA,0,14904,1,0,0,0,0,2,NA,"9B54C98CE96A9634","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,20,20,0,NA,NA,35,NA,2,0,0,0
14875,14904,27,"M",1984-09-27,NA,NA,NA,NA,6674574,1,0,0,0,0,2,NA,"00595B8247CD08EF","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,14,14,0,NA,NA,27,NA,2,0,0,0
15925,15956,41,"M",1970-09-10,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,"005FA373D9B4ADEB","single",1,NA,NA,NA,NA,NA,NA,NA,3,3,23,23,0,NA,NA,NA,NA,1,0,0,0
16061,282236,32,"F",1979-01-03,NA,NA,2008-05-27,2,3554283,1,0,1,0,1,2,27.9835616438356,"0691665034DE2FFD","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,17,17,0,NA,NA,32,NA,4,2,2,0
16061,3554283,35,"M",1976-12-27,NA,NA,NA,NA,282236,1,0,0,1,1,2,NA,"52B62225DDF1C5B8","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,19,19,0,NA,NA,35,NA,4,2,2,0
16061,3747012,5,"M",2006-12-21,282236,3554283,NA,NA,NA,0,1,0,0,0,2,NA,"572E67D39B3A028D","child",1,282236,NA,NA,NA,NA,NA,NA,1,1,3,3,1,NA,NA,NA,NA,4,2,2,0
16061,16095,3,"F",2008-05-27,282236,3554283,NA,NA,NA,0,1,0,0,0,2,NA,"00609A1F321E34AA","child",1,282236,NA,NA,NA,NA,NA,NA,1,1,3,3,1,NA,NA,NA,NA,4,2,2,0
16134,5613794,29,"F",1982-12-20,NA,NA,2010-05-06,1,16170,1,0,1,0,1,2,27.3945205479452,"82A4F70A032C1273","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,17,17,0,NA,NA,29,NA,3,1,1,0
