"HH_ID","ID","age","sex","birth_date","ID_mother","ID_father","date_prev_birth","num_births","ID_partner","union","child","mother","father","parent","HH_adults","age_first_birth","original_ID","hh_position","partner","main_parent","random_inf","enter_pop","comm_hh_prop","child18_hh","disease_state","inf_time","age_group_hh","age_group_pop","age_group","age_group_trans","parent_pop","transition","event_date","age_partner","immigrant","HH_size","HH_children","lipro_child_hh","NH"
772105,841808,43,"M",1968-10-30,NA,NA,NA,NA,6713566,1,0,0,1,1,2,NA,"139A96CBF245B598","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,23,23,0,NA,NA,43,NA,4,2,2,0
772105,9317881,11,"M",2000-01-12,NA,NA,NA,NA,NA,0,1,0,0,0,2,NA,"D8DE23408985BA53","child",1,6713566,NA,NA,NA,NA,NA,NA,1,1,6,6,1,NA,NA,NA,NA,4,2,2,0
772478,842244,38,"M",1973-01-28,NA,NA,NA,NA,NA,0,0,0,0,0,3,NA,"139D14B8CBF351B6","child",1,9078449,NA,NA,NA,NA,NA,NA,3,3,22,22,1,NA,NA,NA,NA,3,0,1,0
772478,7287453,68,"M",1943-12-04,NA,NA,NA,NA,9078449,1,0,0,0,0,3,NA,"A996981285D4AC68","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,4,4,35,35,0,NA,NA,68,NA,3,0,1,0
772478,9078449,60,"F",1951-02-18,NA,NA,NA,NA,7287453,1,0,0,0,0,3,NA,"D348F8A2646EFB69","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,31,31,0,NA,NA,60,NA,3,0,1,0
773684,843668,46,"M",1965-10-27,NA,NA,NA,NA,2822836,1,0,0,0,0,2,NA,"13A586640ADF9110","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,23,23,0,NA,NA,46,NA,2,0,0,0
773684,2822836,45,"F",1966-08-05,NA,NA,NA,0,843668,1,0,0,0,0,2,NA,"41B3751FAE51AFC7","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,25,25,0,NA,NA,45,NA,2,0,0,0
774569,5009818,47,"M",1964-08-29,NA,NA,NA,NA,6094741,1,0,0,1,1,2,NA,"748F97A920C995DE","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,24,24,0,NA,NA,47,NA,5,3,3,0
774569,10091240,10,"F",2001-09-21,6094741,5009818,NA,NA,NA,0,1,0,0,0,2,NA,"EAD790A8EC564402","child",1,6094741,NA,NA,NA,NA,NA,NA,1,1,6,6,1,NA,NA,NA,NA,5,3,3,0
774569,6094741,35,"F",1976-08-09,NA,NA,2007-04-11,3,5009818,1,0,1,0,1,2,25.1342465753425,"8DD774DF6A51761F","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,18,18,0,NA,NA,35,NA,5,3,3,0
774569,2327793,4,"F",2007-04-11,6094741,5009818,NA,NA,NA,0,1,0,0,0,2,NA,"362D4F2064D99DF5","child",1,6094741,NA,NA,NA,NA,NA,NA,1,1,2,2,1,NA,NA,NA,NA,5,3,3,0
774569,844704,9,"F",2002-11-27,6094741,5009818,NA,NA,NA,0,1,0,0,0,2,NA,"13ABC4C350191D67","child",1,6094741,NA,NA,NA,NA,NA,NA,1,1,6,6,1,NA,NA,NA,NA,5,3,3,0
776189,4835989,35,"F",1976-12-18,NA,NA,2005-10-01,1,6544021,1,0,1,0,1,2,28.8054794520548,"70856A00AB4095D0","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,18,18,0,NA,NA,35,NA,4,2,2,0
776189,6544021,37,"M",1974-11-12,NA,NA,NA,NA,4835989,1,0,0,1,1,2,NA,"984A29C6DA44661D","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,20,20,0,NA,NA,37,NA,4,2,2,0
776189,846615,15,"F",1996-12-01,NA,6544021,NA,0,NA,0,1,0,0,0,2,NA,"13B71AA16F134AFB","child",1,6544021,NA,NA,NA,NA,NA,NA,2,2,10,10,1,NA,NA,NA,NA,4,2,2,0
776189,8591937,6,"M",2005-10-01,4835989,6544021,NA,NA,NA,0,1,0,0,0,2,NA,"C7FA4571000865D1","child",1,4835989,NA,NA,NA,NA,NA,NA,1,1,4,4,1,NA,NA,NA,NA,4,2,2,0
776847,10980249,5,"M",2006-08-14,2994669,8426507,NA,NA,NA,0,1,0,0,0,2,NA,"FF85FBFBCE1DF516","child",1,2994669,NA,NA,NA,NA,NA,NA,1,1,4,4,1,NA,NA,NA,NA,6,4,4,0
776847,3055902,8,"M",2003-02-13,2994669,8426507,NA,NA,NA,0,1,0,0,0,2,NA,"47202A99EF70B569","child",1,2994669,NA,NA,NA,NA,NA,NA,1,1,4,4,1,NA,NA,NA,NA,6,4,4,0
776847,2994669,32,"F",1979-04-01,NA,NA,2006-08-14,4,8426507,1,0,1,0,1,2,21.8027397260274,"45B1089A4F8ECB7A","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,18,18,0,NA,NA,32,NA,6,4,4,0
776847,10283682,10,"F",2001-01-13,2994669,8426507,NA,NA,NA,0,1,0,0,0,2,NA,"EF542059B2748FC9","child",1,2994669,NA,NA,NA,NA,NA,NA,1,1,8,8,1,NA,NA,NA,NA,6,4,4,0
776847,8426507,31,"M",1980-06-21,NA,NA,NA,NA,2994669,1,0,0,1,1,2,NA,"C420DF31EBEA864A","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,16,16,0,NA,NA,31,NA,6,4,4,0
776847,847400,6,"M",2005-02-23,2994669,8426507,NA,NA,NA,0,1,0,0,0,2,NA,"13BBF48E48F9D2E7","child",1,2994669,NA,NA,NA,NA,NA,NA,1,1,6,6,1,NA,NA,NA,NA,6,4,4,0
777592,7105177,66,"M",1945-08-01,NA,NA,NA,NA,848290,1,0,0,0,0,2,NA,"A55847E9C51F6458","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,35,35,0,NA,NA,66,NA,2,0,0,0
777592,848290,66,"F",1945-08-20,NA,NA,NA,NA,7105177,1,0,0,0,0,2,NA,"13C16456DE7B984B","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,33,33,0,NA,NA,66,NA,2,0,0,0
777609,848309,10,"F",2001-12-20,3992564,1629065,NA,NA,NA,0,1,0,0,0,2,NA,"13C17EBF2B260269","child",1,3992564,NA,NA,NA,NA,NA,NA,1,1,7,7,1,NA,NA,NA,NA,4,2,2,0
777609,849172,7,"F",2004-02-14,3992564,1629065,NA,NA,NA,0,1,0,0,0,2,NA,"13C6CDA7C2CF9EE6","child",1,3992564,NA,NA,NA,NA,NA,NA,1,1,6,6,1,NA,NA,NA,NA,4,2,2,0
777609,1629065,44,"M",1967-04-10,NA,NA,NA,NA,3992564,1,0,0,1,1,2,NA,"25EC8052FC9A5150","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,24,24,0,NA,NA,44,NA,4,2,2,0
777609,3992564,39,"F",1972-01-02,NA,NA,2004-02-14,2,1629065,1,0,1,0,1,2,29.986301369863,"5CE1F4A9950DC29B","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,22,22,0,NA,NA,39,NA,4,2,2,0
777711,848428,67,"F",1944-07-26,NA,NA,NA,NA,9191145,1,0,1,0,1,3,NA,"13C23848DA146FF0","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,4,4,34,34,0,NA,NA,67,NA,3,0,1,0
777711,2814858,34,"M",1977-05-19,848428,9191145,NA,NA,NA,0,0,0,0,0,3,NA,"41832AEA671003C5","child",1,848428,NA,NA,NA,NA,NA,NA,3,3,19,19,1,NA,NA,NA,NA,3,0,1,0
777711,9191145,73,"M",1938-09-26,NA,NA,NA,NA,848428,1,0,0,1,1,3,NA,"D5EC1FC0E006D27F","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,4,4,38,38,0,NA,NA,73,NA,3,0,1,0
779622,8820922,55,"M",1956-07-11,850733,7060923,NA,NA,NA,0,0,0,0,0,3,NA,"CD485A05FD480E5C","child",1,850733,NA,NA,NA,NA,NA,NA,3,3,29,29,1,NA,NA,NA,NA,3,0,1,0
779622,850733,84,"F",1927-03-04,NA,NA,NA,NA,7060923,1,0,1,0,1,3,NA,"13CFE9389E124051","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,4,4,38,43,0,NA,NA,84,NA,3,0,1,0
779622,7060923,84,"M",1927-10-22,NA,NA,NA,NA,850733,1,0,0,1,1,3,NA,"A45025FF7A33E852","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,4,4,38,42,0,NA,NA,84,NA,3,0,1,0
779736,850864,53,"M",1958-08-27,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,"13D0B18C8D0C7DC7","single",1,NA,NA,NA,NA,NA,NA,NA,3,3,29,29,0,NA,NA,NA,NA,1,0,0,0
779770,3421784,61,"F",1950-03-12,NA,NA,NA,NA,850906,1,0,0,0,0,3,NA,"4FA4845D4CF11911","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,31,31,0,NA,NA,61,NA,3,0,0,0
779770,3498436,25,"M",1986-12-03,NA,NA,NA,NA,NA,0,0,0,0,0,3,NA,"5169C9EF64A1984A","non_family",1,NA,NA,NA,NA,NA,NA,NA,3,3,15,15,0,NA,NA,NA,NA,3,0,0,0
779770,850906,64,"M",1947-02-16,NA,NA,NA,NA,3421784,1,0,0,0,0,3,NA,"13D0E8E3F3023D13","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,33,33,0,NA,NA,64,NA,3,0,0,0
780593,4521221,81,"F",1930-05-16,NA,NA,NA,NA,NA,0,0,0,0,0,2,NA,"692D4CBEAE773ED0","single",0,NA,NA,NA,NA,NA,NA,NA,4,4,38,42,0,"single",NA,NA,NA,1,0,0,0
780725,852050,32,"M",1979-08-10,NA,NA,NA,NA,3206387,1,0,0,1,1,2,NA,"13D8299768AD82B1","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,18,18,0,NA,NA,32,NA,3,1,1,0
780725,10364622,1,"M",2010-09-27,3206387,852050,NA,NA,NA,0,1,0,0,0,2,NA,"F13731B840232146","child",1,3206387,NA,NA,NA,NA,NA,NA,1,1,3,3,1,NA,NA,NA,NA,3,1,1,0
780725,3206387,31,"F",1980-01-18,NA,NA,2010-09-27,1,852050,1,0,1,0,1,2,30.7123287671233,"4A9FA5FDA1A01DB7","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,17,17,0,NA,NA,31,NA,3,1,1,0
782777,10748374,37,"F",1974-10-07,NA,NA,1997-07-27,3,NA,0,0,0,0,0,1,18.758904109589,"FA21D03B84868232","single_parent",1,NA,NA,NA,NA,NA,NA,NA,3,3,21,21,0,NA,NA,NA,NA,3,1,2,0
782777,5501629,18,"M",1993-07-06,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,"80092D99034BCB6D","child",1,10748374,NA,NA,NA,NA,NA,NA,2,2,9,9,1,NA,NA,NA,NA,3,1,2,0
782777,4877975,14,"F",1997-07-27,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,"717F9B5DF2DAD66E","child",1,10748374,NA,NA,NA,NA,NA,NA,2,2,8,8,1,NA,NA,NA,NA,3,1,2,0
782812,854538,63,"F",1948-05-16,NA,NA,NA,NA,10089252,1,0,0,0,0,2,NA,"13E6EC2A651E7BFA","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,32,32,0,NA,NA,63,NA,2,0,0,0
782812,10089252,58,"M",1953-05-16,NA,NA,NA,NA,854538,1,0,0,0,0,2,NA,"EACC11498A446F48","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,32,32,0,NA,NA,58,NA,2,0,0,0
783288,2505171,56,"M",1955-09-12,NA,NA,NA,NA,855129,1,0,0,0,0,2,NA,"3A512880175BEA28","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,30,30,0,NA,NA,56,NA,2,0,0,0
783288,855129,55,"F",1956-03-20,NA,NA,NA,NA,2505171,1,0,0,0,0,2,NA,"13EA6B82DD9906D5","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,28,28,0,NA,NA,55,NA,2,0,0,0
783402,5801488,51,"M",1960-07-26,NA,NA,NA,NA,855253,1,0,0,1,1,3,NA,"8701953C870207CC","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,28,28,0,NA,NA,51,NA,3,0,1,0
783402,855253,48,"F",1963-10-16,NA,NA,1992-10-17,2,5801488,1,0,1,0,1,3,26.558904109589,"13EB4740D6D1C191","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,25,25,0,NA,NA,48,NA,3,0,1,0
783402,6515175,19,"M",1992-10-17,855253,5801488,NA,NA,NA,0,0,0,0,0,3,NA,"979EABDAF75658F0","child",1,855253,NA,NA,NA,NA,NA,NA,3,3,10,10,1,NA,NA,NA,NA,3,0,1,0
783519,855399,35,"F",1976-06-10,NA,NA,1997-02-04,1,NA,0,0,0,0,0,1,20.6684931506849,"13EC3526EFAAD68F","single_parent",1,NA,NA,NA,NA,NA,NA,NA,3,3,18,18,0,NA,NA,NA,NA,2,1,1,0
783519,3953685,14,"M",1997-02-04,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,"5BF9886F85BA2258","child",1,855399,NA,NA,NA,NA,NA,NA,2,2,8,8,1,NA,NA,NA,NA,2,1,1,0
783960,4658011,26,"F",1985-03-14,NA,NA,NA,0,855925,1,0,0,0,0,2,NA,"6C5D0EBFBD3E6594","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,15,15,0,NA,NA,26,NA,2,0,0,0
783960,855925,27,"M",1984-12-02,NA,NA,NA,NA,4658011,1,0,0,0,0,2,NA,"13EF678F8B58C8E9","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,16,16,0,NA,NA,27,NA,2,0,0,0
783967,5525450,4,"F",2007-08-08,9453218,8688994,NA,NA,NA,0,1,0,0,0,2,NA,"8095F0EEC9577AA1","child",1,9453218,NA,NA,NA,NA,NA,NA,1,1,3,3,1,NA,NA,NA,NA,4,2,2,0
783967,8688994,39,"M",1972-03-13,NA,NA,NA,NA,9453218,1,0,0,1,1,2,NA,"CA383ECBD389D5CE","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,21,21,0,NA,NA,39,NA,4,2,2,0
783967,9453218,25,"F",1986-02-06,NA,NA,2010-01-06,2,8688994,1,0,1,0,1,2,21.5150684931507,"DC03D55003C0068B","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,15,15,0,NA,NA,25,NA,4,2,2,0
783967,855932,1,"F",2010-01-06,9453218,8688994,NA,NA,NA,0,1,0,0,0,2,NA,"13EF70EBD20B732A","child",1,9453218,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,4,2,2,0
784174,856164,61,"M",1950-08-28,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,"13F0BB92520ACDFD","single",1,NA,NA,NA,NA,NA,NA,NA,4,4,33,33,0,NA,NA,NA,NA,1,0,0,0
784328,9812121,3,"M",2008-07-01,4354060,856341,NA,NA,NA,0,1,0,0,0,2,NA,"E45BC4F5AC0B2E1D","child",1,4354060,NA,NA,NA,NA,NA,NA,1,1,2,2,1,NA,NA,NA,NA,3,1,1,0
784328,4354060,36,"F",1975-10-21,NA,NA,2008-07-01,1,856341,1,0,1,0,1,2,32.7178082191781,"654B9BAC96D29B79","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,21,21,0,NA,NA,36,NA,3,1,1,0
784328,856341,39,"M",1972-05-09,NA,NA,NA,NA,4354060,1,0,0,1,1,2,NA,"13F1E005D2819C1A","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,20,20,0,NA,NA,39,NA,3,1,1,0
784365,1874735,30,"M",1981-11-03,NA,NA,NA,NA,856387,1,0,0,0,0,2,NA,"2BA3A808E098D287","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,17,17,0,NA,NA,30,NA,2,0,0,0
784365,856387,30,"F",1981-02-17,NA,NA,NA,0,1874735,1,0,0,0,0,2,NA,"13F22EB44E0A58A2","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,17,17,0,NA,NA,30,NA,2,0,0,0
785507,857699,31,"M",1980-10-27,NA,NA,NA,NA,5339231,1,0,0,0,0,2,NA,"13F9ACBC8097F22A","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,18,18,0,NA,NA,31,NA,2,0,0,0
785507,5339231,31,"F",1980-11-12,NA,NA,NA,0,857699,1,0,0,0,0,2,NA,"7C3AA15B62128459","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,17,17,0,NA,NA,31,NA,2,0,0,0
786512,5682266,18,"M",1993-07-30,858872,4060979,NA,NA,NA,0,0,0,0,0,3,NA,"843C987F8EF45364","child",1,858872,NA,NA,NA,NA,NA,NA,2,2,12,12,1,NA,NA,NA,NA,4,0,2,0
786512,4060979,50,"M",1961-08-16,NA,NA,NA,NA,858872,1,0,0,1,1,3,NA,"5E7BA866128EB348","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,28,28,0,NA,NA,50,NA,4,0,2,0
786512,1119061,21,"F",1990-10-12,858872,4060979,NA,0,NA,0,0,0,0,0,3,NA,"1A0EE6404ED0F75E","child",1,858872,NA,NA,NA,NA,NA,NA,3,3,12,12,1,NA,NA,NA,NA,4,0,2,0
786512,858872,48,"F",1963-04-13,NA,NA,1993-07-30,2,4060979,1,0,1,0,1,3,27.5178082191781,"14015AA91DC15788","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,25,25,0,NA,NA,48,NA,4,0,2,0
786604,9240075,14,"F",1997-07-22,9388938,858977,NA,NA,NA,0,1,0,0,0,2,NA,"D710528FF0C92F2D","child",1,9388938,NA,NA,NA,NA,NA,NA,2,2,10,10,1,NA,NA,NA,NA,4,2,2,0
786604,9388938,48,"F",1963-12-25,NA,NA,1997-07-22,2,858977,1,0,1,0,1,2,30.8904109589041,"DA85854975785ABD","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,25,25,0,NA,NA,48,NA,4,2,2,0
786604,858977,47,"M",1964-10-20,NA,NA,NA,NA,9388938,1,0,0,1,1,2,NA,"1401FF25F0948EFA","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,24,24,0,NA,NA,47,NA,4,2,2,0
786604,7446688,17,"F",1994-11-07,9388938,858977,NA,0,NA,0,1,0,0,0,2,NA,"AD4BFF13B52BA3D1","child",1,9388938,NA,NA,NA,NA,NA,NA,2,2,9,9,1,NA,NA,NA,NA,4,2,2,0
787015,2184272,50,"F",1961-07-23,NA,NA,1994-08-27,2,NA,0,0,0,0,0,1,31.8219178082192,"32D6D007C545FF84","single_parent",1,NA,NA,NA,NA,NA,NA,NA,3,3,26,26,0,NA,NA,NA,NA,3,1,2,0
787015,859463,18,"M",1993-05-11,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,"1404D1F868C0CB34","child",1,2184272,NA,NA,NA,NA,NA,NA,2,2,11,11,1,NA,NA,NA,NA,3,1,2,0
787015,9106260,17,"M",1994-08-27,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,"D3EFE2C90EB4F237","child",1,2184272,NA,NA,NA,NA,NA,NA,2,2,10,10,1,NA,NA,NA,NA,3,1,2,0
787238,4419748,8,"M",2003-08-10,859728,10177482,NA,NA,NA,0,1,0,0,0,2,NA,"66D1AEBA0A335C03","child",1,859728,NA,NA,NA,NA,NA,NA,1,1,5,5,1,NA,NA,NA,NA,4,2,2,0
787238,10177482,30,"M",1981-09-29,NA,NA,NA,NA,859728,1,0,0,1,1,2,NA,"ECDA04FBF1BC8B7E","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,17,17,0,NA,NA,30,NA,4,2,2,0
787238,859728,30,"F",1981-04-26,NA,NA,2009-11-26,2,10177482,1,0,1,0,1,2,22.3041095890411,"1406558F6FA033F4","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,16,16,0,NA,NA,30,NA,4,2,2,0
787238,8959803,2,"M",2009-11-26,859728,10177482,NA,NA,NA,0,1,0,0,0,2,NA,"D085193C39695EBB","child",1,859728,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,4,2,2,0
788244,978427,51,"F",1960-03-11,NA,NA,1982-07-30,2,7923886,1,0,1,0,1,4,19.8082191780822,"16C9DD7DE2832904","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,26,26,0,NA,NA,51,NA,3,0,1,0
788244,7923886,54,"M",1957-06-16,NA,NA,NA,NA,978427,1,0,0,1,1,4,NA,"B86D0A986EDB18D1","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,28,28,0,NA,NA,54,NA,3,0,1,0
788244,860927,32,"M",1979-12-27,978427,7923886,NA,NA,NA,0,0,0,0,0,4,NA,"140D0DD56C2B292A","child",1,978427,NA,NA,NA,NA,NA,NA,3,3,17,17,1,NA,NA,NA,NA,3,0,1,0
788699,10864462,30,"F",1981-06-21,NA,NA,2011-08-12,1,861456,1,0,1,0,1,2,32,"FCD639BE118278FC","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,17,17,0,NA,2011-08-12,30,NA,3,1,1,0
788699,11000465,0,"M",2011-08-12,10864462,861456,NA,0,NA,0,1,0,0,0,NA,NA,NA,"child",NA,10864462,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2011-08-12,NA,NA,3,1,1,0
788699,861456,35,"M",1976-04-12,NA,NA,NA,NA,10864462,1,0,0,1,1,2,NA,"141009FE6DD2C216","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,18,18,0,NA,2011-08-12,35,NA,3,1,1,0
789526,862430,15,"M",1996-01-17,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,"1415C6A536E369E8","child",1,10988377,NA,NA,NA,NA,NA,NA,2,2,8,8,1,NA,NA,NA,NA,2,1,1,0
789526,10988377,43,"F",1968-08-09,NA,NA,1996-01-17,2,NA,0,0,0,0,0,1,25.2684931506849,"FFB59C4C43F0F047","single_parent",1,NA,NA,NA,NA,NA,NA,NA,3,3,23,23,0,NA,NA,NA,NA,2,1,1,0
789677,862612,73,"F",1938-05-12,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,"1416E6D56B63F375","single",1,NA,NA,NA,NA,NA,NA,NA,4,4,38,39,0,NA,NA,NA,NA,1,0,0,0
789824,3378579,67,"M",1944-04-14,NA,NA,NA,NA,862787,1,0,0,1,1,3,NA,"4EA0FB8203585908","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,4,4,36,36,0,NA,NA,67,NA,3,0,1,0
789824,862787,57,"F",1954-07-10,NA,NA,NA,NA,3378579,1,0,1,0,1,3,NA,"141800260F5C330A","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,29,29,0,NA,NA,57,NA,3,0,1,0
789824,8512557,23,"F",1988-10-01,862787,3378579,NA,0,NA,0,0,0,0,0,3,NA,"C62309C8A94840E8","child",1,862787,NA,NA,NA,NA,NA,NA,3,3,13,13,1,NA,NA,NA,NA,3,0,1,0
790180,4641767,23,"M",1988-06-16,1745934,863194,NA,NA,NA,0,0,0,0,0,3,NA,"6BFC82BCBB5FC217","child",1,1745934,NA,NA,NA,NA,NA,NA,3,3,13,13,1,NA,NA,NA,NA,3,0,1,0
790180,863194,59,"M",1952-11-23,NA,NA,NA,NA,1745934,1,0,0,1,1,3,NA,"141A8675EC74864E","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,31,31,0,NA,NA,59,NA,3,0,1,0
790180,1745934,50,"F",1961-07-14,NA,NA,1988-06-16,3,863194,1,0,1,0,1,3,20.9506849315068,"28A4536F26F66108","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,26,26,0,NA,NA,50,NA,3,0,1,0
790236,2111703,51,"M",1960-10-21,NA,NA,NA,NA,863259,1,0,0,1,1,2,NA,"31271734BB6332FB","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,26,26,0,NA,NA,51,NA,4,2,2,0
790236,9019714,11,"F",2000-11-20,863259,2111703,NA,NA,NA,0,1,0,0,0,2,NA,"D1EAABE0B9111EB6","child",1,863259,NA,NA,NA,NA,NA,NA,1,1,7,7,1,NA,NA,NA,NA,4,2,2,0
790236,1512913,12,"M",1999-04-29,863259,2111703,NA,NA,NA,0,1,0,0,0,2,NA,"23398B53BCEE1F70","child",1,863259,NA,NA,NA,NA,NA,NA,1,1,6,6,1,NA,NA,NA,NA,4,2,2,0
790236,863259,40,"F",1971-08-04,NA,NA,2000-11-20,2,2111703,1,0,1,0,1,2,27.7534246575342,"141AD84D27B54DB1","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,22,22,0,NA,NA,40,NA,4,2,2,0
790301,6835904,40,"M",1971-11-22,NA,NA,NA,NA,7324740,1,0,0,1,1,2,NA,"9F14CAAFDFC2C31B","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,21,21,0,NA,NA,40,NA,4,2,2,0
790301,863334,3,"F",2008-09-02,7324740,6835904,NA,NA,NA,0,1,0,0,0,2,NA,"141B596624699DD2","child",1,7324740,NA,NA,NA,NA,NA,NA,1,1,3,3,1,NA,NA,NA,NA,4,2,2,0
790301,2315066,6,"F",2005-09-03,7324740,6835904,NA,NA,NA,0,1,0,0,0,2,NA,"35E0D18320CEEE15","child",1,7324740,NA,NA,NA,NA,NA,NA,1,1,5,5,1,NA,NA,NA,NA,4,2,2,0
790301,7324740,33,"F",1978-01-27,NA,NA,2008-09-02,2,6835904,1,0,1,0,1,2,27.6191780821918,"AA7566EB1FFD4150","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,17,17,0,NA,NA,33,NA,4,2,2,0
790397,863447,23,"F",1988-08-25,6743667,3666473,NA,0,NA,0,0,0,0,0,4,NA,"141BF7F04B1F9B48","child",1,6743667,NA,NA,NA,NA,NA,NA,3,3,14,14,1,NA,NA,NA,NA,4,0,2,0
790397,3124622,27,"F",1984-04-24,6743667,3666473,NA,0,NA,0,0,0,0,0,4,NA,"48B75CEF429ECCCD","child",1,6743667,NA,NA,NA,NA,NA,NA,3,3,14,14,1,NA,NA,NA,NA,4,0,2,0
790397,3666473,57,"M",1954-07-05,NA,NA,NA,NA,6743667,1,0,0,1,1,4,NA,"55502C41B21CD085","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,30,30,0,NA,NA,57,NA,4,0,2,0
790397,6743667,54,"F",1957-07-18,NA,NA,NA,NA,3666473,1,0,1,0,1,4,NA,"9CEDC25C57926224","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,27,27,0,NA,NA,54,NA,4,0,2,0
791517,3321702,40,"F",1971-10-01,NA,NA,2009-03-10,6,1777033,1,0,1,0,1,2,22.0082191780822,"4D4DB0953837B2B8","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,22,22,0,NA,NA,40,NA,8,5,6,0
791517,3304673,18,"F",1993-09-28,3321702,1777033,NA,0,NA,0,0,0,0,0,2,NA,"4CE767D57FE70AE4","child",1,3321702,NA,NA,NA,NA,NA,NA,2,2,10,10,1,NA,NA,NA,NA,8,5,6,0
791517,1777033,44,"M",1967-06-22,NA,NA,NA,NA,3321702,1,0,0,1,1,2,NA,"295BA398272BE094","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,24,24,0,NA,NA,44,NA,8,5,6,0
791517,9373587,2,"M",2009-03-10,3321702,1777033,NA,NA,NA,0,1,0,0,0,2,NA,"DA29F8E24D2B2ED3","child",1,3321702,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,8,5,6,0
